"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $3744.79/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0xf028aff17989e292d5f19fd0df055eb523ed2b840c06a6a04e92030d217fee07","13717897","1638317714","2021-12-01 00:15:14","0x42026afe61fd0f88a3047f880db9488cff96076e","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","4.232133347688661504","0","15848.450639091","0.006525540790825077","24.4367798980738","4580.57","Error(0)","Reverted","Swap ETH For Exact Tokens",""
"0x38fe9e1f14bf56e9e3b2ef206c75ab37b136aac71cb37259d88c84d47eb69143","13717897","1638317714","2021-12-01 00:15:14","0xcdc5dc3f67238d9b9eb785f86712130f410110d9","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","0.174670952814923892","0","654.106037391799","0.021092340333098116","78.9863851559825","4580.57","","","Swap ETH For Exact Tokens",""
"0xcc4b4bf4d80dc894be0974ae5b61a3c2fdc437ad231f86bf6d2eca734ea8cd93","13717899","1638317768","2021-12-01 00:16:08","0xe815c19abef49d1a6cee179a0d03dcd950448269","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","0","0","0","0.005914432461154248","22.1483075362058","4580.57","Error(0)","Reverted","Swap Tokens For Exact Tokens",""
"0xdf2d3ac266ce47498c56e0cfaa0530cb1332d5a45f8d1d671b708abcf476506b","13717899","1638317768","2021-12-01 00:16:08","0x2c868f28d3b29348c9c2e37a5d51e90ee67be4f7","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","0","0","0","0.03461567990921388","129.628451967225","4580.57","","","Swap Exact Tokens For Tokens",""
"0xbdca81254705379906772ef6a239afff9d514df50489f11b9a913984462b3581","13717900","1638317780","2021-12-01 00:16:20","0xd1c10148e38a5292f5185062e89bc0d606d25210","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","10","0","37447.9","0.00626665200873975","23.4672957758085","4580.57","Error(0)","Reverted","Swap Exact ETH For Tokens",""
"0x6d6251d139a723723fdd1d4fe8849c288abe39fe96fe809179f0cc1fff5afff1","13717900","1638317780","2021-12-01 00:16:20","0xbfd6fbc015907976a48eb83fd1d972b2bfc4ce46","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","2.7533151825275392","0","10310.5871623773","0.023555127957874689","88.2090076253696","4580.57","","","Swap ETH For Exact Tokens",""
"0xb3e140181ecd91440669dcc2870380fcc2280ffaa3b5c7a54b9ac6d0a4a2802f","13717900","1638317780","2021-12-01 00:16:20","0x4f52b520ce7b75ce0f39247f4da5342bcf2a3214","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","5.28","0","19772.4912","0.006379460785525106","23.8897409550266","4580.57","Error(0)","Reverted","Swap Exact ETH For Tokens",""
"0xa2d5542f2ddfd105cf79590cd57a47af53e4becf9530530354d1637f1b94bf75","13717900","1638317780","2021-12-01 00:16:20","0x32cd1f7bdae90b87e9b58d25d2ef7b09f6a9b548","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","1.29969","0","4867.0661151","0.02128551741180216","79.7097927485426","4580.57","","","Swap Exact ETH For Tokens",""
"0xe8453b16331652d36ae374921d297bc059446bca59fe493d07da1a74cc0d81b4","13717901","1638317835","2021-12-01 00:17:15","0x0f4ee9631f4be0a63756515141281a3e2b293bbe","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","0","0","0","0.02829253379759577","105.949597639899","4580.57","","","Swap Exact Tokens For Tokens",""
"0x39d12e7ab8cabae69fcdb1158d42f120148db6a81df2c80295cddb6a68ae9269","13717901","1638317835","2021-12-01 00:17:15","0xa3b83d0e2f3d2c675439188ef1aa13d1c6abca16","0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f","","0","0","0","0.008047898250759796","30.1376888904628","4580.57","Error(0)","Reverted","Swap Exact Tokens For Tokens",""
