"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(BNB)","Value_OUT(BNB)","CurrentValue @ $524.13/BNB","TxnFee(BNB)","TxnFee(USD)","Historical $Price/BNB","Status","ErrCode","Method"
"0x061135a98d6ce6ea75bb4c5bf72d26b5bc52e4d65184b151a88e6038a2f59b08","13089738","1638316800","2021-12-01 00:00:00","0x0f990f688286a2775fc956c01ad5078cd642c709","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0.74","0","387.8562","0.005300195","2.77799120535","627.93","","","Swap Exact ETH For Tokens",""
"0xe2911c21135df7b6c109b1fcac8bbddbbfe7cbdf9c4f2f48b3ebfa30e12b7d9a","13089738","1638316800","2021-12-01 00:00:00","0xc1f9b3efdcf7ee52b5a67be38db1bee24a7803ae","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0.2725","0","142.825425","0.000947335","0.49652669355","627.93","","","Swap Exact ETH For Tokens",""
"0x59481a9a723f8409ef6158922ebbb04384f2e68b1d14167c44a7e83dd307fde2","13089738","1638316800","2021-12-01 00:00:00","0xd6f501ac3486b854a6e1d7fd6b83030b0484e97d","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.00062103","0.3255004539","627.93","","","Swap Exact Tokens For ETH",""
"0x036f34d8d90cd7ddbda2a35de8baa59ddb96bfb83883cbe65db3f15ce4d2e1af","13089738","1638316800","2021-12-01 00:00:00","0x8a91301438bf5bd0d7be182bf06ecc6941f293e8","0x10ed43c718714eb63d5aa57b78b54704e256024e","","1","0","524.13","0.00060875","0.3190641375","627.93","","","Swap Exact ETH For Tokens",""
"0x32cb0945be8a4c63cd6c62d0ae2a553da558409cc46f6e1f00661944efa27f9f","13089738","1638316800","2021-12-01 00:00:00","0x76b7a9344fb95d0e21ac700a5c7054344d828aac","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0.05188465","0","27.1943016045","0.00088463","0.4636611219","627.93","","","Add Liquidity ETH",""
"0x866f98d7c854b10eb678bddbcc3941997aa7879840e921e0e3ac64cd282fc18c","13089738","1638316800","2021-12-01 00:00:00","0xc75e9d1d6d180a897fa79eabf1a12c2330aec7a9","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.0009157","0.479945841","627.93","","","Swap Exact Tokens For ETH",""
"0x6a25da9ae74441e00ac16c25dafc2cf7a39ccdec010dc18f4b7736f4e77fe4ba","13089739","1638316803","2021-12-01 00:00:03","0x4e16dbce720362eb45ae5b35789876d72c005de0","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.001241667","0.65079492471","627.93","","","Swap Exact Tokens For Tokens",""
"0xecb58df452deabaa4553f042c560bd1ab8549be514b8175266385d7ec8dc9045","13089739","1638316803","2021-12-01 00:00:03","0x0e64b23f088a2587d4587a5903de1717c31cd905","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.002011002","1.05402647826","627.93","","","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0x5e6aa34749ee6a6702016d43baa47225bc75b6e6765d7eb94aa1711fad8cb7f0","13089739","1638316803","2021-12-01 00:00:03","0x6aecf2b1b92f7a4b3b97e47245754bf252906a82","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.002213281","1.16004697053","627.93","","","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0x06fce9f19aa26e8f58271e09c789c2c05236eff2f021b86b9ca4ec56a72863f1","13089739","1638316803","2021-12-01 00:00:03","0x33830ca4cc11a7bc8789a1469434d3ede8d563cd","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.001556744","0.81593623272","627.93","","","Swap Tokens For Exact Tokens",""
